Date,League,Home,Away,Odd_CS_2x0_Lay,Prob_ML,total_xGOT,total_Gf,liga_2x0_rate,mkt_prob_2x0,Decision,Reason,ev_lay,Timestamp
2026-08-18,MEXICO 1,Pachuca,Puebla,10.5,0.963985002040863,1.8752116156703331,2.361422038072243,0.05,0.09523809523809523,APOSTA,APROVADO,0.5736,2026-08-19T12:39:41.727065
2026-08-18,COPA SUDAMERICANA,Sao Paulo,Bolivar,8.4,0.9170425295829773,1.5624031447229068,1.8950115046556648,0.14,0.11904761904761904,APOSTA,APROVADO,0.2573,2026-08-19T12:39:41.774869
2026-08-19,USA 1,Vancouver Whitecaps,Houston Dynamo,10.5,0.9525015115737915,3.4357810954846117,4.168570928959435,0.02,0.09523809523809523,APOSTA,APROVADO,0.4536,2026-08-19T12:39:42.663779
2026-08-18,MEXICO 1,Pachuca,Puebla,10.5,0.963985002040863,1.8752116156703331,2.361422038072243,0.05,0.09523809523809523,APOSTA,APROVADO,0.5736,2026-08-19T12:47:21.278219
2026-08-18,COPA SUDAMERICANA,Sao Paulo,Bolivar,8.4,0.9170425295829773,1.5624031447229068,1.8950115046556648,0.14,0.11904761904761904,APOSTA,APROVADO,0.2573,2026-08-19T12:47:21.328527
2026-08-19,USA 1,Vancouver Whitecaps,Houston Dynamo,10.5,0.9525015115737915,3.4357810954846117,4.168570928959435,0.02,0.09523809523809523,APOSTA,APROVADO,0.4536,2026-08-19T12:47:22.134444
2026-01-01,ENGLAND 2,Bristol City,Portsmouth,7.0,0.9223145008087158,0,2.133333853057496,0.06,0.14285714285714285,APOSTA,APROVADO,0.4101,2026-08-20T23:06:08.147887
2026-01-01,ENGLAND 2,Southampton,Millwall,9.5,0.9365650534629821,0,2.8779052502706106,0.06,0.10526315789473684,APOSTA,APROVADO,0.3505,2026-08-20T23:06:08.269070
2026-01-01,ENGLAND 3,Leyton Orient,AFC Wimbledon,10.0,0.9513704299926757,0,2.8394334098437275,0.02,0.1,APOSTA,APROVADO,0.4661,2026-08-20T23:06:08.358151
2026-01-01,ENGLAND 3,Port Vale,Blackpool,12.0,0.9792227745056152,0,1.7800555537274576,0.02,0.08333333333333333,APOSTA,APROVADO,0.7017,2026-08-20T23:06:08.439361
2026-01-01,ENGLAND 1,Crystal Palace,Fulham,11.0,0.9326769113540649,0,2.1086214236525715,0.08,0.09090909090909091,APOSTA,APROVADO,0.2128,2026-08-20T23:06:08.708387
2026-01-01,ISRAEL 1,Beitar Jerusalem,Hapoel Tel Aviv,11.0,0.9286955833435059,0,2.667317085259424,0.07,0.09090909090909091,APOSTA,APROVADO,0.1692,2026-08-20T23:06:08.755249
2026-01-02,FRANCE 1,Toulouse,Lens,12.0,0.9462064504623413,0,3.0491152652708995,0.08,0.08333333333333333,APOSTA,APROVADO,0.3072,2026-08-20T23:06:09.150918
2026-01-02,NORTHERN IRELAND 1,Larne,Coleraine,9.0,0.9234851956367492,0,1.721607793959092,0.1,0.1111111111111111,APOSTA,APROVADO,0.2652,2026-08-20T23:06:09.209376
2026-01-03,AUSTRALIA 1,Brisbane Roar,Wellington Phoenix,7.0,0.9241340756416321,0,2.382127389284058,0.05,0.14285714285714285,APOSTA,APROVADO,0.4227,2026-08-20T23:06:09.299255
2026-01-03,ITALY 1,Como,Udinese,7.5,0.923965585231781,0,2.5919272597294367,0.08,0.13333333333333333,APOSTA,APROVADO,0.3835,2026-08-20T23:06:09.375177
2026-01-03,SCOTLAND 1,Celtic,Rangers,9.5,0.9108529567718506,0,4.059965243674896,0.09,0.10526315789473684,APOSTA,APROVADO,0.1076,2026-08-20T23:06:09.584534
2026-01-03,FRANCE 2,Troyes,Red Star,8.0,0.9248608589172364,0,2.52851500825707,0.04,0.125,APOSTA,APROVADO,0.3526,2026-08-20T23:06:09.613419
2026-01-03,ITALY 1,Genoa,Pisa,8.0,0.9149064302444458,0,2.2294889454508273,0.08,0.125,APOSTA,APROVADO,0.2735,2026-08-20T23:06:09.989708
2026-01-03,ITALY 1,Sassuolo,Parma,9.5,0.9262046694755555,0,2.2907996746046733,0.08,0.10526315789473684,APOSTA,APROVADO,0.2526,2026-08-20T23:06:10.023239
2026-01-03,SCOTLAND 1,Falkirk,Aberdeen,11.0,0.9270427584648132,0,1.927926825125525,0.09,0.09090909090909091,APOSTA,APROVADO,0.1511,2026-08-20T23:06:10.455795
2026-01-03,SCOTLAND 1,Motherwell,St. Mirren,9.0,0.9199868321418763,0,3.102282255682541,0.09,0.1111111111111111,APOSTA,APROVADO,0.2339,2026-08-20T23:06:10.537069
2026-01-03,SPAIN 2,Almeria,Granada CF,9.5,0.9461319446563721,0,2.4205935831581407,0.03,0.10526315789473684,APOSTA,APROVADO,0.4409,2026-08-20T23:06:10.637468
2026-01-03,ISRAEL 1,Hapoel Petah Tikva,Maccabi Bnei Raina,8.5,0.9074705243110657,0,3.640313335659612,0.07,0.11764705882352941,APOSTA,APROVADO,0.1681,2026-08-20T23:06:10.786841
2026-01-03,ITALY 3,Ospitaletto,Lecco,11.0,0.9342539310455322,0,2.1497347048657165,0.08,0.09090909090909091,APOSTA,APROVADO,0.2301,2026-08-20T23:06:10.834002
2026-01-03,ITALY 3,Renate,Pergolettese,7.0,0.9172949314117431,0,1.364696566320816,0.08,0.14285714285714285,APOSTA,APROVADO,0.3752,2026-08-20T23:06:10.886668
2026-01-03,ITALY 3,Picerno,Audace Cerignola,12.0,0.9695406556129456,0,2.164248336442398,0.08,0.08333333333333333,APOSTA,APROVADO,0.586,2026-08-20T23:06:10.937666
2026-01-03,SAUDI ARABIA 1,Al Ittihad,Al Taawon,8.0,0.9321440935134888,0,3.6551024753069834,0.06,0.125,APOSTA,APROVADO,0.4105,2026-08-20T23:06:11.072194
2026-01-03,SPAIN 3,Ourense CF,Real Aviles,8.5,0.9268222570419311,0,1.387161078028376,0.08,0.11764705882352941,APOSTA,APROVADO,0.3316,2026-08-20T23:06:11.147644
2026-01-03,FRANCE 2,Clermont,Laval,11.0,0.9646842241287231,0,1.8761460897748656,0.04,0.09090909090909091,APOSTA,APROVADO,0.5633,2026-08-20T23:06:11.391762
2026-01-03,FRANCE 2,Guingamp,Boulogne,8.5,0.9389695286750793,0,2.190198328123298,0.04,0.11764705882352941,APOSTA,APROVADO,0.4343,2026-08-20T23:06:11.424142
2026-01-03,FRANCE 2,Reims,Annecy,7.0,0.9163313746452332,0,3.8017906335646856,0.04,0.14285714285714285,APOSTA,APROVADO,0.3685,2026-08-20T23:06:11.487165
2026-01-03,ITALY 3,Vis Pesaro,Pineto,7.5,0.9052271127700806,0,2.7719118149852537,0.08,0.13333333333333333,APOSTA,APROVADO,0.2439,2026-08-20T23:06:11.513079
2026-01-03,SPAIN 2,Cordoba,Burgos CF,8.0,0.9385498285293579,0,2.429438083782783,0.03,0.125,APOSTA,APROVADO,0.4615,2026-08-20T23:06:11.597431
2026-01-03,FRANCE 1,Lille,Rennes,9.5,0.911977744102478,0,3.292247961470886,0.08,0.10526315789473684,APOSTA,APROVADO,0.1182,2026-08-20T23:06:11.660734
2026-01-04,AUSTRALIA 1,Adelaide United,Central Coast Mariners,11.0,0.9405465483665466,0,3.1691345768518193,0.05,0.09090909090909091,APOSTA,APROVADO,0.299,2026-08-20T23:06:11.722211
