Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Odd_Base,1/0,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,PnL_Linha,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase
2025-08-10,07:00,SOUTH KOREA 1,Pohang vs Gwangju FC,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-10,EXECUTED,,28.302794913065743,237.63843925834968,500.0,737.6384392583498,237.63843925834968,0.3,Fase_1_30pct
2025-08-10,08:30,GERMANY 3,Regensburg vs Duisburg,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-10,EXECUTED,,22.91335351184575,260.55179277019545,500.0,760.5517927701956,260.55179277019545,0.3,Fase_1_30pct
2025-08-10,12:00,AUSTRIA 1,Tirol vs LASK,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-08-10,EXECUTED,,26.567220158410944,287.11901292860637,500.0,787.1190129286065,287.11901292860637,0.3,Fase_1_30pct
2025-08-11,15:00,NETHERLANDS 2,Jong PSV vs FC Emmen,Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-08-11,EXECUTED,,22.012650361562724,309.1316632901691,500.0,809.1316632901692,309.1316632901691,0.3,Fase_1_30pct
2025-08-11,20:00,CHILE 1,Limache vs A. Italiano,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-08-11,EXECUTED,,30.14096036558997,339.2726236557591,500.0,839.2726236557592,339.2726236557591,0.3,Fase_1_30pct
2025-08-12,14:00,EUROPA CHAMPIONS LEAGUE,FC Copenhagen (Den) vs Malmo FF (Swe),Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-08-12,EXECUTED,,46.942367085830604,386.2149907415897,500.0,886.2149907415898,386.2149907415897,0.6,Fase_2_60pct
2025-08-15,07:00,SOUTH KOREA 1,Jeju SK vs Gangwon,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-15,EXECUTED,,55.05721038826489,441.2722011298546,500.0,941.2722011298547,441.2722011298546,0.6,Fase_2_60pct
2025-08-15,14:00,SPAIN 1,Girona vs Rayo Vallecano,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-08-15,EXECUTED,,70.12665402839954,511.39885515825415,500.0,500.0,511.39885515825415,0.6,Fase_2_60pct
2025-08-15,14:30,FRANCE 3,Dijon vs Rouen,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-15,EXECUTED,,39.90042674253201,551.2992819007861,500.0,539.900426742532,551.2992819007861,0.6,Fase_2_60pct
2025-08-15,16:30,SPAIN 2,Burgos CF vs Cultural Leonesa,Lay_CS_1x0_B365,5.03,1.0,5.03,1.0,5.03,,2025-08-15,EXECUTED,,75.15735469046164,626.4566365912477,500.0,615.0577814329936,626.4566365912477,0.6,Fase_2_60pct
2025-08-16,12:00,SPAIN 2,Racing Santander vs Castellon,Lay_CS_1x0_B365,11.03,1.0,11.03,1.0,11.03,,2025-08-16,EXECUTED,,34.40153692760811,660.8581735188559,500.0,649.4593183606017,660.8581735188559,0.6,Fase_2_60pct
2025-08-17,07:00,SOUTH KOREA 1,Gimcheon Sangmu vs Seoul,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-17,EXECUTED,,51.82740790900393,712.6855814278598,500.0,701.2867262696057,712.6855814278598,0.6,Fase_2_60pct
2025-08-17,08:30,BELGIUM 1,Dender vs Anderlecht,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-08-17,EXECUTED,,52.24725809259613,764.9328395204559,500.0,753.5339843622017,764.9328395204559,0.6,Fase_2_60pct
2025-08-17,10:00,FRANCE 1,Brest vs Lille,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-08-17,EXECUTED,,49.558331210691115,814.491170731147,500.0,803.0923155728929,814.491170731147,0.6,Fase_2_60pct
2025-08-17,10:15,ROMANIA 1,Csikszereda M. Ciuc vs Univ. Craiova,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-17,EXECUTED,,64.08745221001323,878.5786229411602,500.0,867.1797677829061,878.5786229411602,0.6,Fase_2_60pct
2025-08-18,15:00,NETHERLANDS 2,Jong Utrecht vs Den Haag,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-08-18,EXECUTED,,60.58379199579207,939.1624149369522,500.0,927.7635597786982,939.1624149369522,0.6,Fase_2_60pct
2025-08-18,15:45,FRANCE 2,Le Mans vs Montpellier,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-08-18,EXECUTED,,69.12023333809425,1008.2826482750465,500.0,996.8837931167925,1008.2826482750465,0.6,Fase_2_60pct
2025-08-19,19:00,COPA LIBERTADORES,Velez Sarsfield (Arg) vs Fortaleza (Bra),Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-08-19,EXECUTED,,69.64530609446086,1077.9279543695075,500.0,500.0,1077.9279543695075,0.6,Fase_2_60pct
2025-08-21,19:00,COPA LIBERTADORES,LDU Quito (Ecu) vs Botafogo RJ (Bra),Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-08-21,EXECUTED,,27.96610169491526,1105.8940560644228,500.0,527.9661016949152,1105.8940560644228,0.6,Fase_2_60pct
2025-08-22,07:00,JAPAN 1,Kashiwa Reysol vs Urawa Reds,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-22,EXECUTED,,54.66758638812246,1160.5616424525451,500.0,582.6336880830377,1160.5616424525451,1.0,Fase_3_100pct
2025-08-22,14:30,FRANCE 3,Le Puy-en-Velay vs Chateauroux,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-08-22,EXECUTED,,63.864302269359946,1224.4259447219051,500.0,646.4979903523977,1224.4259447219051,1.0,Fase_3_100pct
2025-08-22,15:00,BELGIUM 2,Gent U23 vs Beerschot VA,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-22,EXECUTED,,85.98515234416669,1310.4110970660718,500.0,732.4831426965643,1310.4110970660718,1.0,Fase_3_100pct
2025-08-23,12:00,SPAIN 2,Mirandes vs Huesca,Lay_CS_1x0_B365,7.53,1.0,7.53,1.0,7.53,,2025-08-23,EXECUTED,,104.8808175224024,1415.2919145884741,500.0,837.3639602189667,1415.2919145884741,1.0,Fase_3_100pct
2025-08-24,07:00,SOUTH KOREA 1,Anyang vs Daejeon,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-24,EXECUTED,,111.37059783851123,1526.6625124269854,500.0,948.7345580574779,1526.6625124269854,1.0,Fase_3_100pct
2025-08-24,08:30,GERMANY 3,Ingolstadt vs Hansa Rostock,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-24,EXECUTED,,98.23552732931805,1624.8980397563034,500.0,500.0,1624.8980397563034,1.0,Fase_3_100pct
2025-08-24,09:45,POLAND 1,Piast Gliwice vs Cracovia,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-08-24,EXECUTED,,58.21917808219179,1683.1172178384952,500.0,558.2191780821918,1683.1172178384952,1.0,Fase_3_100pct
2025-08-24,12:00,SPAIN 2,Dep. La Coruna vs Burgos CF,Lay_CS_1x0_B365,5.53,1.0,5.53,1.0,5.53,,2025-08-24,EXECUTED,,115.21742417369742,1798.3346420121927,500.0,673.4366022558892,1798.3346420121927,1.0,Fase_3_100pct
2025-08-24,12:15,FRANCE 1,Le Havre vs Lens,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-24,EXECUTED,,89.56802604683593,1887.9026680590287,500.0,763.0046283027251,1887.9026680590287,1.0,Fase_3_100pct
2025-08-25,15:00,NETHERLANDS 2,Jong Utrecht vs Jong Ajax,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-25,EXECUTED,,79.00435520078051,1966.9070232598092,500.0,842.0089835035056,1966.9070232598092,1.0,Fase_3_100pct
2025-08-25,15:30,ITALY 2,Sampdoria vs Modena,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-25,EXECUTED,,111.98839254278491,2078.895415802594,1000.0,1000.0,78.89541580259402,1.0,Fase_3_100pct
2025-08-26,14:30,SOUTH AFRICA 1,Stellenbosch vs Marumo Gallants,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-26,EXECUTED,,103.5437430786268,2182.439158881221,1000.0,1103.543743078627,182.4391588812208,1.0,Fase_3_100pct
2025-08-26,16:00,EUROPA CHAMPIONS LEAGUE,Pafos (Cyp) vs Crvena zvezda (Srb),Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-08-26,EXECUTED,,120.96288391307343,2303.402042794294,1000.0,1224.5066269917004,303.40204279429423,1.0,Fase_3_100pct
2025-08-27,16:00,SPAIN 1,Celta Vigo vs Betis,Lay_CS_1x0_B365,10.03,1.0,10.03,1.0,10.03,,2025-08-27,EXECUTED,,126.78999958330454,2430.1920423775987,1000.0,1351.296626575005,430.1920423775988,1.0,Fase_3_100pct
2025-08-29,14:30,FRANCE 3,Dijon vs Paris 13 Atl.,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-08-29,EXECUTED,,157.34275788887044,2587.534800266469,1000.0,1508.6393844638753,587.5348002664692,1.0,Fase_3_100pct
2025-08-29,15:30,GERMANY 1,Hamburger SV vs St. Pauli,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-08-29,EXECUTED,,187.32773233382784,2774.862532600297,1000.0,1695.967116797703,774.8625326002971,1.0,Fase_3_100pct
2025-08-31,07:00,JAPAN 1,Cerezo Osaka vs Sanfrecce Hiroshima,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-31,EXECUTED,,225.56603900509995,3000.428571605397,1000.0,1921.533155802803,1000.428571605397,1.0,Fase_3_100pct
2025-08-31,08:30,GERMANY 2,Kaiserslautern vs Darmstadt,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-08-31,EXECUTED,,210.62526385411738,3211.053835459514,1000.0,1000.0,1211.0538354595144,1.0,Fase_3_100pct
2025-08-31,09:30,NORWAY 1,Kristiansund vs Brann,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-08-31,EXECUTED,,116.43835616438358,3327.4921916238977,1000.0,1116.4383561643835,1327.492191623898,1.0,Fase_3_100pct
2025-08-31,12:00,SLOVAKIA 1,Ruzomberok vs Zilina,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-08-31,EXECUTED,,148.4878894756328,3475.9800810995307,1000.0,1264.9262456400163,1475.9800810995307,1.0,Fase_3_100pct
2025-08-31,14:30,SPAIN 2,Las Palmas vs Malaga,Lay_CS_1x0_B365,6.03,1.0,6.03,1.0,6.03,,2025-08-31,EXECUTED,,235.13042538238872,3711.1105064819194,1000.0,1500.056671022405,1711.1105064819194,1.0,Fase_3_100pct
2025-09-01,14:30,SPAIN 1,Villarreal B vs Alcorcon,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-01,EXECUTED,,199.50967103925302,3910.6201775211725,1000.0,1699.566342061658,1910.6201775211725,1.0,Fase_3_100pct
2025-09-01,16:30,SPAIN 2,Leganes vs Dep. La Coruna,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-01,EXECUTED,,226.04474108501427,4136.664918606187,1000.0,1925.6110831466722,2136.664918606187,1.0,Fase_3_100pct
2025-09-01,19:00,BRAZIL 2,Chapecoense-SC vs Vila Nova FC,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-09-01,EXECUTED,,199.38497926269534,4336.049897868882,1000.0,1000.0,2336.049897868882,1.0,Fase_3_100pct
2025-09-05,14:15,SPAIN 1,Betis B vs Gimnastic,Lay_CS_1x0_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-05,EXECUTED,,133.0014224751067,4469.051320343989,1000.0,1133.0014224751067,2469.0513203439887,1.0,Fase_3_100pct
2025-09-05,14:30,SPAIN 2,Albacete vs Mirandes,Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-09-05,EXECUTED,,105.61877667140826,4574.670097015397,1000.0,1238.620199146515,2574.670097015397,1.0,Fase_3_100pct
2025-09-07,07:00,SPAIN 1,CF Talavera vs Ath Bilbao B,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-07,EXECUTED,,164.73824839288645,4739.408345408284,1000.0,1403.3584475394014,2739.4083454082834,1.0,Fase_3_100pct
2025-09-07,09:00,SPAIN 2,Ceuta vs Huesca,Lay_CS_1x0_B365,6.03,1.0,6.03,1.0,6.03,,2025-09-07,EXECUTED,,260.86285257442154,5000.271197982705,1000.0,1664.221300113823,3000.271197982705,1.0,Fase_3_100pct
2025-09-07,11:00,SPAIN 1,Osasuna B vs Ourense CF,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-09-07,EXECUTED,,172.31970272496397,5172.59090070767,1000.0,1836.5410028387869,3172.590900707669,1.0,Fase_3_100pct
2025-09-07,11:15,SPAIN 2,Burgos CF vs Las Palmas,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-07,EXECUTED,,244.26256581141766,5416.853466519087,1000.0,1000.0,3416.8534665190864,1.0,Fase_3_100pct
2025-09-07,13:00,IRELAND 1,Shelbourne vs Galway,Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-09-07,EXECUTED,,93.22033898305087,5510.073805502138,1000.0,1093.2203389830509,3510.0738055021375,1.0,Fase_3_100pct
2025-09-08,15:30,SPAIN 2,Eibar vs Andorra,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-08,EXECUTED,,135.74515497332706,5645.818960475465,1000.0,1228.965493956378,3645.8189604754643,1.0,Fase_3_100pct
2025-09-11,14:00,ICELAND 1,Akranes vs Breidablik,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-09-11,EXECUTED,,127.2516873587169,5773.070647834182,1000.0,1356.2171813150949,3773.0706478341813,1.0,Fase_3_100pct
2025-09-12,07:00,JAPAN 1,Vissel Kobe vs Kashiwa Reysol,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-09-12,EXECUTED,,157.9156991942234,5930.986347028405,1000.0,1514.1328805093183,3930.9863470284045,1.0,Fase_3_100pct
2025-09-12,13:00,AUSTRIA 2,Kapfenberg vs Hertha Wels,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-09-12,EXECUTED,,156.77898596635802,6087.765332994763,2000.0,2000.0,87.7653329947625,1.0,Fase_3_100pct
2025-09-14,07:00,SOUTH KOREA 1,Anyang vs Jeju SK,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-14,EXECUTED,,248.3399734395751,6336.105306434339,2000.0,2248.3399734395753,336.1053064343376,1.0,Fase_3_100pct
2025-09-14,08:30,GERMANY 3,VfL Osnabruck vs Hansa Rostock,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-14,EXECUTED,,279.1763446435595,6615.2816510778985,2000.0,2527.5163180831346,615.2816510778971,1.0,Fase_3_100pct
2025-09-14,09:00,SWITZERLAND 1,Winterthur vs Sion,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-14,EXECUTED,,336.16326563410115,6951.444916711999,2000.0,2863.679583717236,951.4449167119983,1.0,Fase_3_100pct
2025-09-14,13:30,SPAIN 2,Gijon vs Burgos CF,Lay_CS_1x0_B365,5.53,1.0,5.53,1.0,5.53,,2025-09-14,EXECUTED,,591.0685233500255,7542.5134400620245,2000.0,3454.748107067261,1542.5134400620238,1.0,Fase_3_100pct
2025-09-15,07:00,JAPAN 1,FC Tokyo vs Verdy,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-15,EXECUTED,,428.97602657475295,7971.489466636777,2000.0,3883.724133642014,1971.4894666367768,1.0,Fase_3_100pct
2025-09-15,12:00,ROMANIA 1,FC Hermannstadt vs Unirea Slobozia,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-09-15,EXECUTED,,402.13533388209123,8373.624800518868,2000.0,2000.0,2373.624800518868,1.0,Fase_3_100pct
2025-09-15,16:00,SPAIN 1,Espanyol vs Mallorca,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-15,EXECUTED,,266.0028449502134,8639.627645469081,2000.0,2266.0028449502133,2639.6276454690815,1.0,Fase_3_100pct
2025-09-16,13:00,ESTONIA 1,Tammeka vs Parnu JK Vaprus,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-09-16,EXECUTED,,248.38366471611369,8888.011310185195,2000.0,2514.386509666327,2888.0113101851953,1.0,Fase_3_100pct
2025-09-19,15:00,FRANCE 2,Nancy vs Red Star,Lay_CS_0x1_B365,8.03,0.0,8.03,0.0,8.03,,2025-09-19,EXECUTED,,-2514.386509666327,6373.624800518868,2000.0,2000.0,373.62480051886814,1.0,Fase_3_100pct
2025-09-20,07:00,SPAIN 1,Betis B vs Atl. Madrid B,Lay_CS_1x0_B365,9.03,1.0,9.03,1.0,9.03,,2025-09-20,EXECUTED,,232.87671232876716,6606.501512847635,2000.0,2232.876712328767,606.5015128476352,1.0,Fase_3_100pct
2025-09-21,07:00,SPAIN 1,CF Talavera vs Barakaldo,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-21,EXECUTED,,296.9757789512656,6903.477291798901,2000.0,2529.8524912800326,903.4772917989009,1.0,Fase_3_100pct
2025-09-21,08:30,BELGIUM 1,Genk vs Royale Union SG,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-09-21,EXECUTED,,277.3050503337434,7180.782342132645,2000.0,2807.157541613776,1180.7823421326443,1.0,Fase_3_100pct
2025-09-21,10:00,ENGLAND 1,Sunderland vs Aston Villa,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-21,EXECUTED,,373.3559461463558,7554.138288279,2000.0,3180.513487760132,1554.138288279,1.0,Fase_3_100pct
2025-09-21,13:30,SPAIN 2,Eibar vs Real Sociedad B,Lay_CS_1x0_B365,5.53,1.0,5.53,1.0,5.53,,2025-09-21,EXECUTED,,656.4636006745527,8210.601888953553,2000.0,3836.977088434685,2210.6018889535526,1.0,Fase_3_100pct
2025-09-22,15:00,FRANCE 1,Marseille vs PSG,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-09-22,EXECUTED,,446.77130481773736,8657.373193771291,2000.0,2000.0,2657.37319377129,1.0,Fase_3_100pct
2025-09-23,07:00,JAPAN 1,Shonan Bellmare vs Kawasaki Frontale,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-23,EXECUTED,,248.3399734395751,8905.713167210866,2000.0,2248.3399734395753,2905.7131672108653,1.0,Fase_3_100pct
2025-09-23,14:00,SPAIN 1,Espanyol vs Valencia,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-23,EXECUTED,,279.1763446435595,9184.889511854426,2000.0,2527.5163180831346,3184.8895118544247,1.0,Fase_3_100pct
2025-09-23,15:30,FRANCE 2,Red Star vs Troyes,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-23,EXECUTED,,336.16326563410115,9521.052777488527,2000.0,2863.679583717236,3521.052777488526,1.0,Fase_3_100pct
2025-09-23,19:00,COPA LIBERTADORES,Racing Club (Arg) vs Velez Sarsfield (Arg),Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-23,EXECUTED,,380.8734581473138,9901.926235635841,2000.0,3244.5530418645494,3901.9262356358395,1.0,Fase_3_100pct
2025-09-25,14:30,SPAIN 1,Osasuna vs Elche,Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-09-25,EXECUTED,,302.4583344111021,10204.384570046943,2000.0,3547.0113762756514,4204.384570046942,1.0,Fase_3_100pct
2025-09-25,16:30,SPAIN 1,Oviedo vs Barcelona,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-09-25,EXECUTED,,440.43235548708293,10644.816925534025,2000.0,3987.4437317627344,4644.816925534024,1.0,Fase_3_100pct
2025-09-26,09:00,CHINA 1,Zhejiang Professional vs Chengdu Rongcheng,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-09-26,EXECUTED,,464.29139342442807,11109.108318958453,2000.0,2000.0,5109.108318958452,1.0,Fase_3_100pct
2025-09-26,14:30,FRANCE 3,Versailles vs Quevilly Rouen,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-26,EXECUTED,,266.0028449502134,11375.111163908667,2000.0,2266.0028449502133,5375.111163908666,1.0,Fase_3_100pct
2025-09-28,07:15,POLAND 1,Widzew Lodz vs Rakow,Lay_CS_0x1_B365,9.03,0.0,9.03,0.0,9.03,,2025-09-28,EXECUTED,,-2266.0028449502133,9109.108318958453,2000.0,2000.0,3109.1083189584524,1.0,Fase_3_100pct
2025-09-28,10:30,GERMANY 1,Freiburg vs Hoffenheim,Lay_CS_0x1_B365,11.03,1.0,11.03,1.0,11.03,,2025-09-28,EXECUTED,,186.44067796610173,9295.548996924555,2000.0,2186.4406779661017,3295.548996924554,1.0,Fase_3_100pct
2025-09-29,12:00,GREECE 1,Atromitos vs AEL Larissa,Lay_CS_0x1_B365,10.03,1.0,10.03,1.0,10.03,,2025-09-29,EXECUTED,,226.39225181598064,9521.941248740535,2000.0,2412.8329297820824,3521.941248740535,1.0,Fase_3_100pct
2025-09-29,15:00,NETHERLANDS 2,Roda vs Cambuur,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-09-29,EXECUTED,,264.47816991163506,9786.41941865217,2000.0,2677.3110996937176,3786.41941865217,1.0,Fase_3_100pct
2025-09-29,16:00,PORTUGAL 1,Arouca vs FC Porto,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-09-29,EXECUTED,,356.08618466765665,10142.505603319827,2000.0,3033.397284361374,4142.505603319827,1.0,Fase_3_100pct
2025-09-30,14:00,GERMANY 3,Stuttgart II vs Wehen,Lay_CS_0x1_B365,9.53,1.0,9.53,1.0,9.53,,2025-09-30,EXECUTED,,332.50017126352697,10475.005774583355,2000.0,3365.8974556249013,4475.005774583354,1.0,Fase_3_100pct
2025-10-02,16:00,ENGLAND 3,Rotherham vs Bradford City,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-10-02,EXECUTED,,447.6691495034542,10922.674924086808,2000.0,3813.5666051283556,4922.674924086808,1.0,Fase_3_100pct
2025-10-03,14:30,FRANCE 3,Caen vs Le Puy-en-Velay,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-10-03,EXECUTED,,507.2097831856348,11429.884707272444,2000.0,2000.0,5429.884707272442,1.0,Fase_3_100pct
2025-10-03,16:00,ENGLAND 2,Wrexham vs Birmingham,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-10-03,EXECUTED,,266.0028449502134,11695.887552222657,2000.0,2266.0028449502133,5695.887552222655,1.0,Fase_3_100pct
2025-10-04,10:00,ITALY 1,Parma vs Lecce,Lay_CS_1x0_B365,6.03,1.0,6.03,1.0,6.03,,2025-10-04,EXECUTED,,421.215240562316,12117.102792784974,2000.0,2687.2180855125293,6117.102792784972,1.0,Fase_3_100pct
2025-10-05,07:00,SPAIN 1,Antequera vs Sabadell,Lay_CS_0x1_B365,8.53,1.0,8.53,1.0,8.53,,2025-10-05,EXECUTED,,333.67183399126367,12450.774626776238,2000.0,3020.889919503793,6450.774626776236,1.0,Fase_3_100pct
2025-10-05,08:30,GERMANY 2,Arminia Bielefeld vs Schalke,Lay_CS_0x1_B365,9.03,1.0,9.03,1.0,9.03,,2025-10-05,EXECUTED,,351.7474563805787,12802.522083156817,2000.0,3372.6373758843715,6802.522083156815,1.0,Fase_3_100pct
2025-10-05,09:00,SPAIN 1,Alaves vs Elche,Lay_CS_0x1_B365,8.03,1.0,8.03,1.0,8.03,,2025-10-05,EXECUTED,,448.5655684853325,13251.087651642149,2000.0,3821.202944369704,7251.087651642148,1.0,Fase_3_100pct
